world_x,world_y,plane,scene_x,scene_y,render_level,underlay_id,overlay_id,texture_ids,tile_type,shape,rotation,paint_rgb,paint_sw_hsl,paint_se_hsl,paint_ne_hsl,paint_nw_hsl,model_underlay_color,model_overlay_color,model_triangle_hsl,average_rgb,observation_count,source_exports
3206,3219,0,22,59,0,95,-1,,PAINT,-1,-1,5458763,16,21,25,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3219,1,22,59,1,-1,-1,,PAINT,-1,-1,5458763,14,20,21,15,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3219,2,22,59,2,-1,-1,,PAINT,-1,-1,5458763,17,19,14,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3219,3,22,59,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3206,3220,0,22,60,0,53,-1,,PAINT,-1,-1,5458763,20,25,25,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3220,1,22,60,1,-1,-1,,PAINT,-1,-1,5458763,15,21,23,18,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3220,2,22,60,2,-1,-1,,PAINT,-1,-1,5458763,19,14,12,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3220,3,22,60,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3206,3221,0,22,61,0,95,6,,PAINT,-1,-1,5458763,19,25,25,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3221,1,22,61,1,-1,-1,,PAINT,-1,-1,5458763,18,23,22,16,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3221,2,22,61,2,-1,-1,,PAINT,-1,-1,5458763,20,12,10,16,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3221,3,22,61,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3206,3222,0,22,62,0,53,6,,PAINT,-1,-1,5458763,19,25,25,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3222,1,22,62,1,-1,-1,,PAINT,-1,-1,5458763,16,22,22,14,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3222,2,22,62,2,-1,-1,,PAINT,-1,-1,5458763,16,10,10,15,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3222,3,22,62,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3206,3223,0,22,63,0,53,6,,PAINT,-1,-1,5458763,19,25,25,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3223,1,22,63,1,-1,-1,,PAINT,-1,-1,5458763,14,22,22,15,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3223,2,22,63,2,-1,-1,,PAINT,-1,-1,5458763,15,10,20,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3206,3223,3,22,63,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3206,3224,0,22,56,0,53,6,,PAINT,-1,-1,5458763,19,25,25,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3224,1,22,56,1,-1,-1,,PAINT,-1,-1,5458763,15,22,23,18,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3224,2,22,56,2,-1,-1,,PAINT,-1,-1,5458763,20,20,25,22,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3225,0,22,57,0,53,6,,PAINT,-1,-1,5458763,20,25,23,18,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3225,1,22,57,1,-1,-1,,PAINT,-1,-1,5458763,18,23,23,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3225,2,22,57,2,-1,-1,,PAINT,-1,-1,5458763,22,25,24,22,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3226,0,22,58,0,53,6,,PAINT,-1,-1,5458763,18,23,12,10,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3226,1,22,58,1,-1,-1,,PAINT,-1,-1,5458763,20,23,24,21,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3226,2,22,58,2,-1,-1,,PAINT,-1,-1,5458763,22,24,24,22,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3227,0,22,59,0,53,6,,PAINT,-1,-1,5458763,10,12,18,10,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3227,1,22,59,1,-1,-1,,PAINT,-1,-1,5458763,21,24,24,21,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3227,2,22,59,2,-1,-1,,PAINT,-1,-1,5458763,22,24,24,21,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3228,0,22,60,0,53,-1,,PAINT,-1,-1,5458763,10,18,20,15,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3228,1,22,60,1,-1,-1,,PAINT,-1,-1,5458763,21,24,20,18,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3228,2,22,60,2,-1,-1,,PAINT,-1,-1,5458763,21,24,20,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3229,0,22,61,0,47,-1,,PAINT,-1,-1,5458763,15,20,16,13,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3229,1,22,61,1,-1,-1,,PAINT,-1,-1,5458763,18,20,16,13,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3229,2,22,61,2,-1,-1,,PAINT,-1,-1,5458763,20,20,16,15,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3230,0,22,62,0,53,-1,,MODEL,2,0,,,,,,6776335,5458763,11020/11022/11017|13/16/12,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3230,1,22,62,1,-1,-1,,MODEL,2,0,,,,,,0,5458763,12345678/12345678/12345678|13/16/12,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3230,2,22,62,2,-1,-1,,MODEL,2,0,,,,,,0,5458763,12345678/12345678/12345678|15/16/13,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3231,0,22,63,0,53,6,,PAINT,-1,-1,6776335,11017,11022,11021,11021,,,,#67660F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3231,1,22,63,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3206,3231,2,22,63,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3200,0,23,40,0,48,-1,,PAINT,-1,-1,5465871,14094,14093,14089,14089,,,,#53670F,1,chunk-3200-3200-20260828-095443
3207,3201,0,23,41,0,48,-1,,PAINT,-1,-1,6575407,7564,7564,7576,7575,,,,#64552F,1,chunk-3200-3200-20260828-095443
3207,3201,1,23,41,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3207,3202,0,23,42,0,48,-1,,PAINT,-1,-1,5726991,13074,13075,13078,13078,,,,#57630F,1,chunk-3200-3200-20260828-095443
3207,3203,0,23,43,0,47,-1,,PAINT,-1,-1,5924623,13079,13079,13078,13078,,,,#5A670F,1,chunk-3200-3200-20260828-095443
3207,3204,0,23,44,0,47,-1,,PAINT,-1,-1,6383375,12054,12054,12057,12058,,,,#61670F,1,chunk-3200-3200-20260828-095443
3207,3205,0,23,45,0,47,-1,,PAINT,-1,-1,6383375,12058,12057,12055,12055,,,,#61670F,1,chunk-3200-3200-20260828-095443
3207,3206,0,23,46,0,95,-1,,PAINT,-1,-1,6383375,12055,12055,12056,12047,,,,#61670F,1,chunk-3200-3200-20260828-095443
3207,3207,0,23,47,0,95,-1,,PAINT,-1,-1,6383375,12047,12056,12047,12044,,,,#61670F,1,chunk-3200-3200-20260828-095443
3207,3207,1,23,47,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3207,3207,2,23,47,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3200-20260828-095443
3207,3208,0,23,40,0,95,-1,,PAINT,-1,-1,6383375,12044,12047,12044,12046,,,,#61670F,1,chunk-3200-3208-20260828-102210
3207,3208,1,23,40,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3207,3208,2,23,40,2,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3207,3209,0,23,41,0,95,-1,,PAINT,-1,-1,5458763,18,16,20,22,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3209,1,23,41,1,-1,-1,,PAINT,-1,-1,5458763,18,14,12,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3209,2,23,41,2,-1,-1,,PAINT,-1,-1,5458763,19,16,12,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3210,0,23,42,0,95,-1,,PAINT,-1,-1,5458763,22,20,16,21,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3210,1,23,42,1,-1,-1,,PAINT,-1,-1,5458763,24,12,12,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3210,2,23,42,2,-1,-1,,PAINT,-1,-1,5458763,24,12,12,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3211,0,23,43,0,95,107,,PAINT,-1,-1,5458763,21,16,9,12,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3211,1,23,43,1,-1,-1,,PAINT,-1,-1,5458763,24,12,10,23,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3211,2,23,43,2,-1,-1,,PAINT,-1,-1,5458763,24,12,12,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3212,0,23,44,0,95,107,,PAINT,-1,-1,5458763,12,9,21,21,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3212,1,23,44,1,-1,-1,,PAINT,-1,-1,5458763,23,10,12,23,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3212,2,23,44,2,-1,-1,,PAINT,-1,-1,5458763,24,12,18,25,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3213,0,23,45,0,95,107,,PAINT,-1,-1,5458763,21,21,19,23,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3213,1,23,45,1,-1,-1,,PAINT,-1,-1,5458763,23,12,12,22,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3213,2,23,45,2,-1,-1,,PAINT,-1,-1,5458763,25,18,21,24,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3214,0,23,46,0,95,107,,PAINT,-1,-1,5458763,23,19,17,21,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3214,1,23,46,1,-1,-1,,PAINT,-1,-1,5458763,22,12,12,22,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3214,2,23,46,2,-1,-1,,PAINT,-1,-1,5458763,24,21,11,14,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3214,3,23,46,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3208-20260828-102210
3207,3215,0,23,47,0,95,107,,PAINT,-1,-1,5458763,21,17,23,21,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3215,1,23,47,1,-1,-1,,PAINT,-1,-1,5458763,22,12,12,22,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3215,2,23,47,2,-1,-1,,PAINT,-1,-1,5458763,14,11,12,11,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3215,3,23,47,3,-1,-1,,PAINT,-1,-1,5458763,14,12,18,12,,,,#534B4B,1,chunk-3200-3208-20260828-102210
3207,3216,0,23,56,0,95,-1,,PAINT,-1,-1,5458763,21,23,24,21,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3216,1,23,56,1,-1,-1,,PAINT,-1,-1,5458763,22,12,11,23,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3216,2,23,56,2,-1,-1,,PAINT,-1,-1,5458763,11,12,13,11,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3216,3,23,56,3,-1,-1,,PAINT,-1,-1,5458763,12,18,22,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3217,0,23,57,0,95,-1,,PAINT,-1,-1,5458763,21,24,12,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3217,1,23,57,1,-1,-1,,PAINT,-1,-1,5458763,23,11,10,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3217,2,23,57,2,-1,-1,,PAINT,-1,-1,5458763,11,13,12,11,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3217,3,23,57,3,-1,-1,,PAINT,-1,-1,5458763,12,22,22,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3218,0,23,58,0,95,-1,,PAINT,-1,-1,5458763,12,12,21,21,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3218,1,23,58,1,-1,-1,,PAINT,-1,-1,5458763,20,10,11,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3218,2,23,58,2,-1,-1,,PAINT,-1,-1,5458763,11,12,20,19,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3218,3,23,58,3,-1,-1,,PAINT,-1,-1,5458763,12,22,22,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3219,0,23,59,0,95,-1,,PAINT,-1,-1,5458763,21,21,23,25,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3219,1,23,59,1,-1,-1,,PAINT,-1,-1,5458763,20,11,12,21,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3219,2,23,59,2,-1,-1,,PAINT,-1,-1,5458763,19,20,14,14,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3219,3,23,59,3,-1,-1,,PAINT,-1,-1,5458763,12,22,22,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3220,0,23,60,0,95,-1,,PAINT,-1,-1,5458763,25,23,22,25,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3220,1,23,60,1,-1,-1,,PAINT,-1,-1,5458763,21,12,12,23,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3220,2,23,60,2,-1,-1,,PAINT,-1,-1,5458763,14,14,14,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3220,3,23,60,3,-1,-1,,PAINT,-1,-1,5458763,12,22,22,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3221,0,23,61,0,95,6,,PAINT,-1,-1,5458763,25,22,22,25,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3221,1,23,61,1,-1,-1,,PAINT,-1,-1,5458763,23,12,12,22,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3221,2,23,61,2,-1,-1,,PAINT,-1,-1,5458763,12,14,15,10,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3221,3,23,61,3,-1,-1,,PAINT,-1,-1,5458763,12,22,20,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3222,0,23,62,0,95,6,,PAINT,-1,-1,5458763,25,22,22,25,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3222,1,23,62,1,-1,-1,,PAINT,-1,-1,5458763,22,12,12,22,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3222,2,23,62,2,-1,-1,,PAINT,-1,-1,5458763,10,15,10,10,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3222,3,23,62,3,-1,-1,,PAINT,-1,-1,5458763,12,20,12,12,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3223,0,23,63,0,53,6,,PAINT,-1,-1,5458763,25,22,22,25,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3223,1,23,63,1,-1,-1,,PAINT,-1,-1,5458763,22,12,12,22,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3223,2,23,63,2,-1,-1,,PAINT,-1,-1,5458763,10,10,19,20,,,,#534B4B,1,chunk-3200-3216-20260828-095435
3207,3223,3,23,63,3,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3200-3216-20260828-095435
3207,3224,0,23,56,0,53,6,,PAINT,-1,-1,5458763,25,22,25,25,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3224,1,23,56,1,-1,-1,,PAINT,-1,-1,5458763,22,12,12,23,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3224,2,23,56,2,-1,-1,,PAINT,-1,-1,5458763,20,19,22,25,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3225,0,23,57,0,53,6,,PAINT,-1,-1,5458763,25,25,24,23,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3225,1,23,57,1,-1,-1,,PAINT,-1,-1,5458763,23,12,10,23,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3225,2,23,57,2,-1,-1,,PAINT,-1,-1,5458763,25,22,14,24,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3226,0,23,58,0,53,6,,PAINT,-1,-1,5458763,23,24,12,12,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3226,1,23,58,1,-1,-1,,PAINT,-1,-1,5458763,23,10,12,24,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3226,2,23,58,2,-1,-1,,PAINT,-1,-1,5458763,24,14,12,24,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3227,0,23,59,0,53,6,,PAINT,-1,-1,5458763,12,12,20,18,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3227,1,23,59,1,-1,-1,,PAINT,-1,-1,5458763,24,12,12,24,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3227,2,23,59,2,-1,-1,,PAINT,-1,-1,5458763,24,12,12,24,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3228,0,23,60,0,53,-1,,PAINT,-1,-1,5458763,18,20,16,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3228,1,23,60,1,-1,-1,,PAINT,-1,-1,5458763,24,12,12,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3228,2,23,60,2,-1,-1,,PAINT,-1,-1,5458763,24,12,14,20,,,,#534B4B,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3229,0,23,61,0,53,-1,,PAINT,-1,-1,6776335,11023,11020,11022,11020,,,,#67660F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3229,1,23,61,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3229,2,23,61,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3230,0,23,62,0,53,-1,,PAINT,-1,-1,6383375,12044,12046,12046,12046,,,,#61670F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3230,1,23,62,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3230,2,23,62,2,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3207,3231,0,23,63,0,53,6,,PAINT,-1,-1,6776335,11022,11022,11019,11021,,,,#67660F,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
3208,3200,0,24,32,0,48,-1,,PAINT,-1,-1,5465871,14093,14093,14089,14089,,,,#53670F,1,chunk-3208-3200-20260828-102215
3208,3200,1,24,32,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3208-3200-20260828-102215
3208,3201,0,24,33,0,48,-1,,PAINT,-1,-1,6575407,7564,7563,7574,7576,,,,#64552F,1,chunk-3208-3200-20260828-102215
3208,3201,1,24,33,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3208-3200-20260828-102215
3208,3202,0,24,34,0,47,-1,,PAINT,-1,-1,5726991,13075,13073,13078,13078,,,,#57630F,1,chunk-3208-3200-20260828-102215
3208,3203,0,24,35,0,47,-1,,PAINT,-1,-1,6383375,12055,12055,12057,12054,,,,#61670F,1,chunk-3208-3200-20260828-102215
3208,3204,0,24,36,0,53,-1,,PAINT,-1,-1,6383375,12054,12057,12057,12057,,,,#61670F,1,chunk-3208-3200-20260828-102215
3208,3205,0,24,37,0,95,-1,,PAINT,-1,-1,6383375,12057,12057,12059,12055,,,,#61670F,1,chunk-3208-3200-20260828-102215
3208,3206,0,24,38,0,95,-1,,PAINT,-1,-1,6383375,12055,12059,12056,12056,,,,#61670F,1,chunk-3208-3200-20260828-102215
3208,3207,0,24,39,0,95,-1,,PAINT,-1,-1,6383375,12056,12056,12051,12047,,,,#61670F,1,chunk-3208-3200-20260828-102215
3208,3232,0,24,72,0,53,6,,PAINT,-1,-1,6776335,11019,11023,11024,11023,,,,#67660F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3233,0,24,73,0,53,6,,PAINT,-1,-1,6776335,11023,11024,11025,11024,,,,#67660F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3234,0,24,74,0,53,6,,PAINT,-1,-1,6185743,12047,12048,12047,12047,,,,#5E630F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3235,0,24,75,0,53,6,,PAINT,-1,-1,6185743,12047,12047,12044,12044,,,,#5E630F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3236,0,24,76,0,53,-1,,PAINT,-1,-1,6575407,7567,7568,7563,7563,,,,#64552F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3236,1,24,76,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3237,0,24,77,0,53,-1,,PAINT,-1,-1,6383375,12041,12041,12053,12052,,,,#61670F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3237,1,24,77,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3238,0,24,78,0,53,-1,,PAINT,-1,-1,6383375,12052,12053,12057,12055,,,,#61670F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3208,3239,0,24,79,0,47,-1,,PAINT,-1,-1,6383375,12055,12057,12047,12048,,,,#61670F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3200,0,25,32,0,48,-1,,PAINT,-1,-1,5268239,14092,14092,14089,14089,,,,#50630F,1,chunk-3208-3200-20260828-102215
3209,3201,0,25,33,0,48,-1,,PAINT,-1,-1,6575407,7563,7563,7574,7574,,,,#64552F,1,chunk-3208-3200-20260828-102215
3209,3201,1,25,33,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3208-3200-20260828-102215
3209,3202,0,25,34,0,47,-1,,PAINT,-1,-1,5726991,13073,13074,13080,13078,,,,#57630F,1,chunk-3208-3200-20260828-102215
3209,3203,0,25,35,0,47,-1,,PAINT,-1,-1,6383375,12055,12056,12055,12057,,,,#61670F,1,chunk-3208-3200-20260828-102215
3209,3204,0,25,36,0,47,-1,,PAINT,-1,-1,6383375,12057,12055,12055,12057,,,,#61670F,1,chunk-3208-3200-20260828-102215
3209,3205,0,25,37,0,95,-1,,PAINT,-1,-1,6383375,12057,12055,12057,12059,,,,#61670F,1,chunk-3208-3200-20260828-102215
3209,3206,0,25,38,0,95,-1,,PAINT,-1,-1,6383375,12059,12057,12055,12056,,,,#61670F,1,chunk-3208-3200-20260828-102215
3209,3207,0,25,39,0,95,-1,,PAINT,-1,-1,6383375,12056,12055,12051,12051,,,,#61670F,1,chunk-3208-3200-20260828-102215
3209,3232,0,25,72,0,53,-1,,PAINT,-1,-1,6776335,11023,11023,11024,11024,,,,#67660F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3233,0,25,73,0,53,6,,PAINT,-1,-1,6776335,11024,11024,11026,11025,,,,#67660F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3234,0,25,74,0,53,6,,PAINT,-1,-1,6185743,12048,12049,12047,12047,,,,#5E630F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3235,0,25,75,0,53,6,,PAINT,-1,-1,6185743,12047,12047,12046,12044,,,,#5E630F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3236,0,25,76,0,53,-1,,PAINT,-1,-1,6575407,7568,7570,7564,7563,,,,#64552F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3236,1,25,76,1,-1,-1,,NONE,-1,-1,,,,,,,,,,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3237,0,25,77,0,53,-1,,PAINT,-1,-1,6185743,12041,12041,12053,12053,,,,#5E630F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3238,0,25,78,0,53,-1,,PAINT,-1,-1,6383375,12053,12053,12055,12057,,,,#61670F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3209,3239,0,25,79,0,53,-1,,PAINT,-1,-1,6383375,12057,12055,12046,12047,,,,#61670F,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
3210,3200,0,26,32,0,48,-1,,PAINT,-1,-1,5268239,14092,14091,14089,14089,,,,#50630F,1,chunk-3208-3200-20260828-102215
3210,3201,0,26,33,0,48,-1,,PAINT,-1,-1,6575407,7563,7564,7576,7574,,,,#64552F,1,chunk-3208-3200-20260828-102215
3210,3201,1,26,33,1,-1,-1,,NONE,-1,-1,,,,,,,,,,1,chunk-3208-3200-20260828-102215
3210,3202,0,26,34,0,47,-1,,PAINT,-1,-1,5726991,13074,13075,13076,13080,,,,#57630F,1,chunk-3208-3200-20260828-102215
3210,3203,0,26,35,0,47,-1,,PAINT,-1,-1,5726991,13080,13076,13074,13078,,,,#57630F,1,chunk-3208-3200-20260828-102215
3210,3204,0,26,36,0,47,-1,,PAINT,-1,-1,6383375,12055,12051,12053,12055,,,,#61670F,1,chunk-3208-3200-20260828-102215
3210,3205,0,26,37,0,53,-1,,PAINT,-1,-1,6383375,12055,12053,12055,12057,,,,#61670F,1,chunk-3208-3200-20260828-102215
