object_id,name,type,world_x,world_y,plane,orientation,texture_ids,current_material,current_authored_slot,observation_count,source_exports
1902,null,WALL,3239,3208,0,2|4,2,STONE,1,1,chunk-3232-3208-20260828-095402
1902,null,WALL,3239,3212,0,4|8,2,STONE,1,1,chunk-3232-3208-20260828-095402
1902,null,WALL,3239,3214,0,4|0,2,STONE,1,1,chunk-3232-3208-20260828-095402
1902,null,WALL,3239,3216,0,64|0,2,STONE,1,1,chunk-3232-3216-20260828-102126
1911,null,WALL,3200,3204,0,64|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3200,3208,0,32|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3200,3213,0,32|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3200,3216,0,2|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3200,3220,0,8|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3200,3224,0,64|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3200,3229,0,64|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3201,3203,0,1536,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3201,3204,0,1|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3201,3205,0,1|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3201,3206,0,1|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3201,3207,0,1|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3201,3208,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3209,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3210,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3211,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3212,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3213,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3214,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3215,0,1|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3201,3216,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3217,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3219,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3220,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3221,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3222,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3223,0,1|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3201,3224,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3225,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3226,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3227,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3228,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3229,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3230,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3201,3231,0,1|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3202,3202,0,1536,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3202,3203,0,128|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,GAME,3203,3201,0,1536,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3202,0,128|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3206,0,32|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3206,1,32|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3207,0,4|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3207,1,4|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3203,3208,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3203,3208,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3203,3209,0,64|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3203,3209,1,64|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3203,3228,0,32|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3228,1,32|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3229,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3229,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3230,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3230,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3231,0,64|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3203,3231,1,64|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3200,0,16|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3204,3201,0,8|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3204,3206,0,2|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3204,3206,1,2|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,GAME,3204,3209,0,1024,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,GAME,3204,3209,1,1024,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3210,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3210,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3211,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3211,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3212,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3212,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3213,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3213,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3214,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3215,0,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3215,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3204,3216,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3216,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3217,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3217,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3218,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3218,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3219,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3219,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3220,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3220,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3221,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3221,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3222,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3222,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3223,0,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3223,1,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3204,3224,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3224,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3225,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3225,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3226,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3226,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3227,0,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3227,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3204,3228,0,512,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3204,3228,1,512,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3231,0,8|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3204,3231,1,8|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3205,3201,0,8|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3205,3206,0,2|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3205,3206,1,2|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3205,3210,0,8|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3205,3211,0,2|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3205,3217,0,2|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3205,3218,0,128|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3205,3226,0,2|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3205,3227,0,2|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3205,3231,0,8|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3205,3231,1,8|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3206,3201,0,8|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3206,3206,0,16|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3206,3206,1,16|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,GAME,3206,3207,0,0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,GAME,3206,3207,1,0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3206,3211,0,2|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3206,3214,2,32|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3206,3215,2,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3206,3216,2,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3217,0,2|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3217,2,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3218,2,64|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3219,2,32|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3220,2,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3221,2,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3222,2,4|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3223,2,64|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3206,3226,0,2|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3206,3230,0,1536,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,GAME,3206,3230,1,1536,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3206,3231,0,128|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3206,3231,1,128|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3201,0,8|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3207,3207,0,16|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3207,3207,1,16|0,2,STONE,1,1,chunk-3200-3200-20260828-095443
1911,null,WALL,3207,3208,0,1|2,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3208,1,1|2,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3209,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3211,0,2|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3211,1,4|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3214,2,2|0,2,STONE,1,1,chunk-3200-3208-20260828-102210
1911,null,WALL,3207,3223,2,8|0,2,STONE,1,1,chunk-3200-3216-20260828-095435
1911,null,WALL,3207,3226,0,2|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3226,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3228,1,4|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3229,0,8|1,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3229,1,8|1,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3230,0,128|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3207,3230,1,128|0,2,STONE,1,2,chunk-3200-3224-20260828-102202|chunk-3200-3224-20260828-103437
1911,null,WALL,3208,3200,0,32|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3208,3201,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3208,3236,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3208,3237,0,64|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3209,3201,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3209,3236,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3210,3201,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3210,3236,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3211,3201,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3211,3236,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3212,3200,0,32|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3212,3201,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3212,3236,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3212,3237,0,64|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,GAME,3213,3201,0,1024,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3213,3202,0,64|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3213,3235,0,32|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,GAME,3213,3236,0,512,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,GAME,3214,3202,0,1024,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3214,3203,0,64|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3214,3234,0,32|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,GAME,3214,3235,0,512,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3215,3202,0,16|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3215,3203,0,8|0,2,STONE,1,1,chunk-3208-3200-20260828-102215
1911,null,WALL,3215,3234,0,2|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3215,3235,0,128|0,2,STONE,1,2,chunk-3208-3232-20260828-095430|chunk-3208-3232-20260828-103429
1911,null,WALL,3216,3203,0,8|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3216,3225,0,2|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,GAME,3216,3227,0,1536,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3216,3228,0,128|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3216,3234,0,2|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3217,3203,0,8|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3217,3216,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3217,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3220,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3221,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3222,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3223,0,1|0,2,STONE,1,2,chunk-3216-3216-20260828-095414|chunk-3216-3216-20260828-102146
1911,null,WALL,3217,3224,0,1|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3217,3225,0,1|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3217,3226,0,1|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3217,3227,0,128|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3217,3234,0,2|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3218,3203,0,8|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3218,3234,0,2|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3219,3203,0,8|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3219,3234,0,2|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3220,3202,0,32|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3220,3203,0,8|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3220,3234,0,2|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3220,3235,0,64|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,GAME,3221,3203,0,1024,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3221,3204,0,64|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3221,3233,0,32|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,GAME,3221,3234,0,512,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,WALL,3222,3205,0,64|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3222,3232,0,32|0,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,GAME,3222,3233,0,512,2,STONE,1,1,chunk-3216-3232-20260828-095423
1911,null,GAME,3223,3205,0,1024,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3223,3206,0,64|0,2,STONE,1,1,chunk-3216-3200-20260828-095451
1911,null,WALL,3223,3231,0,32|0,2,STONE,1,1,chunk-3216-3224-20260828-102155
1911,null,WALL,3225,3208,0,64|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3226,3208,0,1024,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3209,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3210,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3211,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3212,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3213,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3213,1,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3214,1,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3215,0,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3215,1,4|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3226,3216,0,64|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3216,1,64|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3221,0,32|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3221,1,32|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3222,0,4|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3222,1,4|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3226,3223,1,4|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3227,3209,0,128|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3227,3211,0,32|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3227,3211,1,32|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3227,3212,0,512,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3227,3212,1,512,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3227,3216,0,1024,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,GAME,3227,3216,1,1024,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3227,3217,0,64|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3227,3217,1,64|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3227,3220,0,32|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3227,3220,1,32|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,GAME,3227,3221,0,512,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,GAME,3227,3221,1,512,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3228,3211,0,2|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3228,3211,1,2|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3228,3217,0,8|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3228,3217,1,8|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3228,3220,0,2|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3228,3220,1,2|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3229,3211,0,2|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3229,3211,1,2|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3229,3217,0,8|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3229,3217,1,8|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3229,3220,0,2|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3229,3220,1,2|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3230,3211,0,16|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,WALL,3230,3211,1,16|0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3230,3212,0,0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3230,3212,1,0,2,STONE,1,1,chunk-3224-3208-20260828-102221
1911,null,GAME,3230,3216,0,1536,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,GAME,3230,3216,1,1536,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3230,3217,0,1|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3230,3217,1,1|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3230,3220,0,1|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
1911,null,WALL,3230,3220,1,1|0,2,STONE,1,1,chunk-3224-3216-20260828-103417
